Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_City,Customer_Type,Product_Name,Quantity_Ordered,Quantity_Shipped,Unit_Price,Order_Value,Fulfillment_Status,Days_to_Fulfill
ORD-101727,2024-07-08,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,159,159,4.08,647.94,Fulfilled,2.0
ORD-101728,2024-07-09,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,196,0,2.6,508.72,Cancelled,
ORD-101729,2024-07-09,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,230,230,3.88,891.8,Fulfilled,4.0
ORD-101730,2024-07-09,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Peppers,385,385,3.05,1173.08,Fulfilled,2.0
ORD-101731,2024-07-09,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,75,75,3.16,236.74,Fulfilled,4.0
ORD-101732,2024-07-09,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,126,126,4.05,510.56,Fulfilled,3.0
ORD-101733,2024-07-09,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,332,332,2.54,842.39,Fulfilled,3.0
ORD-101734,2024-07-09,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,128,128,1.78,228.16,Fulfilled,2.0
ORD-101735,2024-07-09,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,166,166,2.81,466.09,Fulfilled,2.0
ORD-101736,2024-07-09,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,257,0,1.52,389.54,Pending,
ORD-101737,2024-07-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Mixed Produce,286,0,2.74,785.06,Cancelled,
ORD-101738,2024-07-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,121,121,3.93,475.29,Fulfilled,3.0
ORD-101739,2024-07-10,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,360,0,2.68,966.15,Cancelled,
ORD-101740,2024-07-10,CUST-005,East Coast Produce,"New York, NY",Wholesale,Peppers,475,475,3.02,1432.64,Fulfilled,3.0
ORD-101741,2024-07-10,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,273,273,1.57,427.44,Fulfilled,3.0
ORD-101742,2024-07-10,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,451,451,2.62,1181.14,Fulfilled,3.0
ORD-101743,2024-07-10,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,479,479,1.74,835.49,Fulfilled,4.0
ORD-101744,2024-07-10,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,272,158,2.56,695.39,Partial,2.0
ORD-101745,2024-07-10,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,229,229,1.54,351.9,Fulfilled,2.0
ORD-101746,2024-07-10,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,346,346,2.66,921.43,Fulfilled,2.0
ORD-101747,2024-07-10,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,249,249,4.13,1027.42,Fulfilled,1.0
ORD-101748,2024-07-11,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,256,119,2.85,728.4,Partial,2.0
ORD-101749,2024-07-11,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,360,360,1.87,672.39,Fulfilled,1.0
ORD-101750,2024-07-11,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,500,500,2.53,1263.94,Fulfilled,4.0
ORD-101751,2024-07-11,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,478,478,1.49,711.99,Fulfilled,3.0
ORD-101752,2024-07-11,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,244,244,2.48,606.09,Fulfilled,1.0
ORD-101753,2024-07-11,CUST-005,East Coast Produce,"New York, NY",Wholesale,Tomatoes,497,497,2.49,1238.82,Fulfilled,3.0
ORD-101754,2024-07-11,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,404,0,2.45,989.47,Pending,
ORD-101755,2024-07-11,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,175,175,3.83,670.61,Fulfilled,1.0
ORD-101756,2024-07-11,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,92,92,1.85,170.54,Fulfilled,4.0
ORD-101757,2024-07-11,CUST-005,East Coast Produce,"New York, NY",Wholesale,Tomatoes,399,202,2.61,1041.39,Partial,1.0
ORD-101758,2024-07-11,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,392,392,3.07,1201.75,Fulfilled,3.0
ORD-101759,2024-07-12,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,29,29,1.44,41.77,Fulfilled,3.0
ORD-101760,2024-07-12,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,354,250,2.78,982.68,Partial,2.0
ORD-101761,2024-07-12,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,460,0,2.87,1319.36,Cancelled,
ORD-101762,2024-07-12,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,342,342,1.55,531.26,Fulfilled,2.0
ORD-101763,2024-07-12,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,245,245,2.98,729.69,Fulfilled,3.0
ORD-101764,2024-07-12,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,314,314,1.56,490.0,Fulfilled,1.0
ORD-101765,2024-07-12,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,156,0,2.77,431.94,Pending,
ORD-101766,2024-07-12,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Peppers,486,486,3.02,1466.19,Fulfilled,3.0
ORD-101767,2024-07-12,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,436,436,1.55,674.49,Fulfilled,4.0
ORD-101768,2024-07-12,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,279,279,1.77,493.22,Fulfilled,2.0
ORD-101769,2024-07-13,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,443,443,1.52,672.25,Fulfilled,2.0
ORD-101770,2024-07-13,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,166,166,2.81,466.42,Fulfilled,1.0
ORD-101771,2024-07-13,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,376,157,3.11,1170.78,Partial,2.0
ORD-101772,2024-07-13,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Cucumbers,352,352,1.73,607.67,Fulfilled,4.0
ORD-101773,2024-07-13,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,56,30,4.14,231.89,Partial,2.0
ORD-101774,2024-07-13,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,155,155,4.11,637.26,Fulfilled,2.0
ORD-101775,2024-07-13,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,162,162,3.2,518.93,Fulfilled,3.0
ORD-101776,2024-07-13,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Tomatoes,271,271,2.4,650.57,Fulfilled,1.0
ORD-101777,2024-07-13,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,215,145,2.87,617.59,Partial,1.0
ORD-101778,2024-07-13,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,174,174,4.03,702.01,Fulfilled,4.0
ORD-101779,2024-07-13,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Mixed Produce,323,323,2.77,893.83,Fulfilled,4.0
ORD-101780,2024-07-14,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,144,144,3.2,461.2,Fulfilled,4.0
ORD-101781,2024-07-14,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,104,104,3.15,327.97,Fulfilled,1.0
ORD-101782,2024-07-14,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Mixed Produce,157,105,2.91,457.42,Partial,4.0
ORD-101783,2024-07-14,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,242,242,1.54,373.6,Fulfilled,1.0
ORD-101784,2024-07-14,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,461,461,2.47,1138.51,Fulfilled,3.0
ORD-101785,2024-07-14,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,135,63,2.77,374.48,Partial,3.0
ORD-101786,2024-07-14,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,494,278,2.75,1356.9,Partial,3.0
ORD-101787,2024-07-14,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,425,425,1.81,769.69,Fulfilled,1.0
ORD-101788,2024-07-14,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,181,181,3.98,720.96,Fulfilled,2.0
ORD-101789,2024-07-14,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,144,144,1.55,223.28,Fulfilled,1.0
ORD-101790,2024-07-14,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,401,401,4.17,1672.08,Fulfilled,2.0
ORD-101791,2024-07-14,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,297,297,3.15,936.91,Fulfilled,3.0
ORD-101792,2024-07-14,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,461,461,2.75,1265.54,Fulfilled,3.0
ORD-101793,2024-07-14,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,482,482,2.56,1235.66,Fulfilled,1.0
ORD-101794,2024-07-15,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,76,76,2.78,211.54,Fulfilled,3.0
ORD-101795,2024-07-15,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,418,418,2.7,1129.96,Fulfilled,2.0
ORD-101796,2024-07-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,291,291,2.97,864.86,Fulfilled,3.0
ORD-101797,2024-07-15,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,76,76,1.53,116.07,Fulfilled,1.0
ORD-101798,2024-07-15,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,294,294,2.79,819.65,Fulfilled,3.0
ORD-101799,2024-07-15,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,79,79,1.52,119.84,Fulfilled,1.0
ORD-101800,2024-07-15,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,150,150,2.42,363.17,Fulfilled,3.0
ORD-101801,2024-07-15,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,448,448,1.43,639.58,Fulfilled,2.0
ORD-101802,2024-07-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,188,188,1.54,289.41,Fulfilled,2.0
ORD-101803,2024-07-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Strawberries,201,201,4.17,837.92,Fulfilled,3.0
ORD-101804,2024-07-15,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,276,0,4.12,1138.48,Pending,
ORD-101805,2024-07-15,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,331,331,2.68,885.54,Fulfilled,3.0
ORD-101806,2024-07-15,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,207,207,2.85,589.12,Fulfilled,4.0
ORD-101807,2024-07-15,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,320,320,2.48,793.29,Fulfilled,4.0
ORD-101808,2024-07-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,329,201,1.82,598.89,Partial,1.0
ORD-101809,2024-07-16,CUST-005,East Coast Produce,"New York, NY",Wholesale,Lettuce,401,401,1.44,575.67,Fulfilled,1.0
ORD-101810,2024-07-16,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Tomatoes,485,485,2.41,1167.14,Fulfilled,2.0
ORD-101811,2024-07-16,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,421,421,2.84,1197.31,Fulfilled,2.0
ORD-101812,2024-07-16,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Strawberries,404,404,4.19,1691.66,Fulfilled,3.0
ORD-101813,2024-07-16,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,486,486,2.83,1376.37,Fulfilled,2.0
ORD-101814,2024-07-16,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,431,0,4.11,1770.96,Cancelled,
ORD-101815,2024-07-16,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,312,312,1.81,563.64,Fulfilled,3.0
ORD-101816,2024-07-16,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,58,58,2.83,164.21,Fulfilled,3.0
ORD-101817,2024-07-17,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,318,318,3.05,969.57,Fulfilled,4.0
ORD-101818,2024-07-17,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,500,292,1.72,862.44,Partial,3.0
ORD-101819,2024-07-17,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,306,306,2.95,903.94,Fulfilled,3.0
ORD-101820,2024-07-17,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,102,102,2.42,247.1,Fulfilled,3.0
ORD-101821,2024-07-17,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,343,343,3.19,1093.81,Fulfilled,3.0
ORD-101822,2024-07-17,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,154,77,2.53,389.94,Partial,2.0
ORD-101823,2024-07-17,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Mixed Produce,222,171,2.91,645.63,Partial,2.0
ORD-101824,2024-07-17,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,302,302,3.03,913.76,Fulfilled,1.0
ORD-101825,2024-07-17,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,390,390,2.82,1098.11,Fulfilled,2.0
ORD-101826,2024-07-17,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,341,341,2.85,971.57,Fulfilled,1.0
ORD-101827,2024-07-18,CUST-005,East Coast Produce,"New York, NY",Wholesale,Strawberries,266,266,4.04,1073.77,Fulfilled,4.0
ORD-101828,2024-07-18,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,33,33,2.99,98.73,Fulfilled,1.0
ORD-101829,2024-07-18,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,342,283,2.58,880.78,Partial,4.0
ORD-101830,2024-07-18,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Peppers,386,386,3.01,1163.25,Fulfilled,1.0
ORD-101831,2024-07-18,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,297,297,2.53,751.9,Fulfilled,1.0
ORD-101832,2024-07-18,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,271,137,4.17,1130.6,Partial,2.0
ORD-101833,2024-07-18,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,212,212,3.25,688.15,Fulfilled,4.0
ORD-101834,2024-07-18,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,40,40,3.07,122.63,Fulfilled,1.0
ORD-101835,2024-07-18,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Tomatoes,429,262,2.38,1021.33,Partial,4.0
ORD-101836,2024-07-18,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,417,417,2.74,1143.69,Fulfilled,2.0
ORD-101837,2024-07-18,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,384,384,4.1,1573.22,Fulfilled,4.0
ORD-101838,2024-07-18,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,155,155,3.17,491.04,Fulfilled,2.0
ORD-101839,2024-07-18,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,142,142,2.7,382.97,Fulfilled,3.0
ORD-101840,2024-07-18,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,322,0,2.72,875.07,Pending,
ORD-101841,2024-07-19,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,326,0,1.71,557.93,Pending,
ORD-101842,2024-07-19,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,78,78,4.03,314.68,Fulfilled,2.0
ORD-101843,2024-07-19,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,274,274,1.51,413.45,Fulfilled,4.0
ORD-101844,2024-07-19,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,239,239,1.45,347.11,Fulfilled,2.0
ORD-101845,2024-07-19,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Tomatoes,192,192,2.46,472.67,Fulfilled,4.0
ORD-101846,2024-07-19,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Strawberries,329,329,3.89,1278.78,Fulfilled,2.0
ORD-101847,2024-07-19,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,58,58,2.62,152.03,Fulfilled,1.0
ORD-101848,2024-07-19,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Mixed Produce,284,0,2.72,772.91,Pending,
ORD-101849,2024-07-19,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Peppers,225,225,3.2,719.96,Fulfilled,1.0
ORD-101850,2024-07-19,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,203,203,3.81,773.13,Fulfilled,4.0
ORD-101851,2024-07-19,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,183,183,4.15,759.29,Fulfilled,4.0
ORD-101852,2024-07-19,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,473,473,3.21,1518.17,Fulfilled,4.0
ORD-101853,2024-07-20,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Tomatoes,120,120,2.57,308.23,Fulfilled,4.0
ORD-101854,2024-07-20,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,143,143,4.12,588.7,Fulfilled,2.0
ORD-101855,2024-07-20,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,66,29,2.89,190.92,Partial,4.0
ORD-101856,2024-07-20,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,181,181,2.52,455.39,Fulfilled,1.0
ORD-101857,2024-07-20,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,369,369,1.72,634.45,Fulfilled,1.0
ORD-101858,2024-07-20,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,454,454,1.56,706.37,Fulfilled,1.0
ORD-101859,2024-07-20,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Tomatoes,395,395,2.46,971.88,Fulfilled,4.0
ORD-101860,2024-07-20,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,117,117,3.13,366.27,Fulfilled,1.0
ORD-101861,2024-07-20,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,470,470,2.99,1404.19,Fulfilled,1.0
ORD-101862,2024-07-21,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,73,73,3.08,224.9,Fulfilled,1.0
ORD-101863,2024-07-21,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,353,353,2.53,894.41,Fulfilled,4.0
ORD-101864,2024-07-21,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,106,106,1.53,162.67,Fulfilled,1.0
ORD-101865,2024-07-21,CUST-005,East Coast Produce,"New York, NY",Wholesale,Lettuce,443,298,1.52,672.73,Partial,1.0
ORD-101866,2024-07-21,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,280,280,1.49,418.0,Fulfilled,1.0
ORD-101867,2024-07-21,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,73,73,1.72,125.71,Fulfilled,1.0
ORD-101868,2024-07-21,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,156,0,3.14,490.27,Pending,
ORD-101869,2024-07-21,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,66,66,2.83,187.07,Fulfilled,1.0
ORD-101870,2024-07-21,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,197,197,3.24,638.08,Fulfilled,1.0
ORD-101871,2024-07-21,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,204,0,2.97,605.26,Cancelled,
ORD-101872,2024-07-21,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,154,154,1.72,265.6,Fulfilled,4.0
ORD-101873,2024-07-21,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Lettuce,399,284,1.57,624.53,Partial,3.0
ORD-101874,2024-07-21,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,320,320,2.85,911.76,Fulfilled,4.0
ORD-101875,2024-07-21,CUST-005,East Coast Produce,"New York, NY",Wholesale,Peppers,224,224,3.04,680.73,Fulfilled,1.0
ORD-101876,2024-07-21,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,422,0,2.83,1192.34,Pending,
ORD-101877,2024-07-22,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,313,313,1.72,539.73,Fulfilled,2.0
ORD-101878,2024-07-22,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,482,482,2.69,1298.26,Fulfilled,3.0
ORD-101879,2024-07-22,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,87,0,2.96,257.32,Pending,
ORD-101880,2024-07-22,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,126,126,1.76,221.25,Fulfilled,3.0
ORD-101881,2024-07-22,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,427,306,4.15,1774.11,Partial,1.0
ORD-101882,2024-07-22,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,147,147,1.57,230.66,Fulfilled,2.0
ORD-101883,2024-07-22,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,222,222,3.98,884.0,Fulfilled,3.0
ORD-101884,2024-07-22,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Cucumbers,185,185,1.87,346.82,Fulfilled,2.0
ORD-101885,2024-07-22,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,404,404,1.77,713.25,Fulfilled,4.0
ORD-101886,2024-07-22,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,408,408,1.44,586.01,Fulfilled,2.0
ORD-101887,2024-07-22,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Cucumbers,303,303,1.77,535.81,Fulfilled,4.0
ORD-101888,2024-07-23,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,186,186,2.94,546.24,Fulfilled,3.0
ORD-101889,2024-07-23,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,439,439,2.71,1190.64,Fulfilled,4.0
ORD-101890,2024-07-23,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,290,290,1.46,424.04,Fulfilled,3.0
ORD-101891,2024-07-23,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,92,92,2.69,247.34,Fulfilled,3.0
ORD-101892,2024-07-23,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,86,86,3.16,271.78,Fulfilled,4.0
ORD-101893,2024-07-23,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,340,340,2.73,929.13,Fulfilled,2.0
ORD-101894,2024-07-23,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,160,160,4.1,656.67,Fulfilled,2.0
ORD-101895,2024-07-23,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,316,168,1.5,473.99,Partial,2.0
ORD-101896,2024-07-23,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,122,122,2.91,354.58,Fulfilled,3.0
ORD-101897,2024-07-23,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,140,140,3.07,429.16,Fulfilled,3.0
ORD-101898,2024-07-23,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,327,327,2.77,906.27,Fulfilled,3.0
ORD-101899,2024-07-24,CUST-005,East Coast Produce,"New York, NY",Wholesale,Lettuce,69,69,1.46,100.9,Fulfilled,4.0
ORD-101900,2024-07-24,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,432,228,1.43,617.5,Partial,4.0
ORD-101901,2024-07-24,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,365,245,2.69,982.85,Partial,2.0
ORD-101902,2024-07-24,CUST-005,East Coast Produce,"New York, NY",Wholesale,Peppers,311,0,3.08,957.83,Cancelled,
ORD-101903,2024-07-24,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,292,182,2.55,744.21,Partial,1.0
ORD-101904,2024-07-24,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,169,169,1.57,266.17,Fulfilled,4.0
ORD-101905,2024-07-24,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,301,301,2.83,851.14,Fulfilled,2.0
ORD-101906,2024-07-24,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Lettuce,216,173,1.45,313.59,Partial,4.0
ORD-101907,2024-07-24,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,202,202,1.54,311.96,Fulfilled,2.0
ORD-101908,2024-07-24,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,313,0,2.97,928.4,Pending,
ORD-101909,2024-07-24,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,316,316,2.43,768.02,Fulfilled,4.0
ORD-101910,2024-07-24,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,384,167,4.05,1553.34,Partial,2.0
ORD-101911,2024-07-24,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,347,347,3.93,1364.24,Fulfilled,3.0
ORD-101912,2024-07-24,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Peppers,406,0,3.1,1260.31,Pending,
ORD-101913,2024-07-24,CUST-005,East Coast Produce,"New York, NY",Wholesale,Lettuce,279,279,1.49,416.59,Fulfilled,1.0
ORD-101914,2024-07-25,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,405,405,3.86,1564.03,Fulfilled,3.0
ORD-101915,2024-07-25,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,226,226,1.45,327.89,Fulfilled,3.0
